best_round_disagreement,best_round_greedy_success,best_round_index,best_round_post_unlock_frac,best_round_unique_ratio,candidate,checkpoint_path,config_path,eval_success_rate,final_greedy_success,final_round_disagreement,final_round_post_unlock_frac,final_round_unique_ratio,label,lane,run_dir,seed
0.9986875,0.0,1,0.0,0.0020625,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_23/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_23/kl_lss_token_dense/student_resolved_config.yaml,0.0,0.0,0.5211875,0.916875,0.00325,kl_lss_token_dense,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_23/kl_lss_token_dense,23
0.9242243436754176,1.0,4,0.9507159904534607,0.0065632458233890216,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_sare/student_resolved_config.yaml,1.0,1.0,0.9242243436754176,0.9507159904534607,0.0065632458233890216,kl_lss_sare,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_sare,29
0.911923228605232,1.0,4,0.9455764427500986,0.007361640594189562,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_single_expert/student_resolved_config.yaml,1.0,1.0,0.911923228605232,0.9455764427500986,0.007361640594189562,kl_lss_single_expert,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_single_expert,29
0.9658125,0.625,4,0.9738125,0.00325,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_token_dense/student_resolved_config.yaml,0.625,0.625,0.9658125,0.9738125,0.00325,kl_lss_token_dense,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_29/kl_lss_token_dense,29
0.1555625,1.0,4,0.536375,0.0031875,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_sare/student_resolved_config.yaml,1.0,1.0,0.1555625,0.536375,0.0031875,kl_lss_sare,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_sare,31
0.47194282689253575,1.0,4,0.018528321863419798,0.006617257808364214,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_single_expert/student_resolved_config.yaml,1.0,1.0,0.47194282689253575,0.018528321863419798,0.006617257808364214,kl_lss_single_expert,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_single_expert,31
0.04229607250755287,1.0,1,0.42749244712990936,0.08459214501510574,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_token_dense/student_resolved_config.yaml,1.0,1.0,0.004777070063694267,0.4538216560509554,0.08598726114649681,kl_lss_token_dense,fresh,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh/seed_31/kl_lss_token_dense,31
0.9182074201053019,1.0,4,0.9576343822701114,0.0071017509489408595,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_sare/student_resolved_config.yaml,1.0,1.0,0.9182074201053019,0.9576343822701114,0.0071017509489408595,kl_lss_sare,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_sare,37
0.5025625,1.0,4,0.79675,0.0033125,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_single_expert/student_resolved_config.yaml,1.0,1.0,0.5025625,0.79675,0.0033125,kl_lss_single_expert,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_single_expert,37
0.03576751117734724,1.0,1,0.4396423248882265,0.08494783904619971,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_token_dense/student_resolved_config.yaml,1.0,1.0,0.0,0.45511811023622045,0.08346456692913386,kl_lss_token_dense,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_37/kl_lss_token_dense,37
0.9715625,1.0,4,0.8424375,0.003375,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_sare/student_resolved_config.yaml,1.0,1.0,0.9715625,0.8424375,0.003375,kl_lss_sare,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_sare,41
0.9758125,0.4375,4,0.750625,0.0033125,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_single_expert/student_resolved_config.yaml,0.4375,0.4375,0.9758125,0.750625,0.0033125,kl_lss_single_expert,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_single_expert,41
0.996625,0.0,1,0.0,0.002,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_token_dense/student_resolved_config.yaml,0.0,0.0,0.4926875,0.0,0.002875,kl_lss_token_dense,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_41/kl_lss_token_dense,41
0.973625,0.46875,4,0.8575625,0.00325,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_sare/student_resolved_config.yaml,0.46875,0.46875,0.973625,0.8575625,0.00325,kl_lss_sare,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_sare,43
0.97025,1.0,4,0.7334375,0.0035,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_single_expert/student_resolved_config.yaml,1.0,1.0,0.97025,0.7334375,0.0035,kl_lss_single_expert,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_single_expert,43
0.8813125,0.0,1,0.0,0.0021875,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_token_dense/student_resolved_config.yaml,0.0,0.0,0.49025,0.978625,0.003125,kl_lss_token_dense,fresh_extra,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/fresh_extra/seed_43/kl_lss_token_dense,43
0.971875,0.5625,4,0.8721875,0.0034375,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,0.971875,0.8721875,0.0034375,kl_lss_sare,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_sare,11
0.4135625,1.0,4,0.979,0.0034375,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_single_expert/student_resolved_config.yaml,1.0,1.0,0.4135625,0.979,0.0034375,kl_lss_single_expert,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_single_expert,11
1.0,0.0,1,0.0,0.00175,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_token_dense/student_resolved_config.yaml,0.0,0.0,0.981375,0.8581875,0.002875,kl_lss_token_dense,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_11/kl_lss_token_dense,11
0.975375,0.578125,4,0.8123125,0.00325,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_sare/student_resolved_config.yaml,0.578125,0.578125,0.975375,0.8123125,0.00325,kl_lss_sare,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_sare,19
0.7515,0.0,1,0.0,0.0021875,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_single_expert/student_resolved_config.yaml,0.0,0.0,0.490875,0.9790625,0.0033125,kl_lss_single_expert,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_single_expert,19
0.030303030303030304,1.0,1,0.4704944178628389,0.08771929824561403,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_token_dense/student_resolved_config.yaml,1.0,1.0,0.3934040047114252,0.09972516686297606,0.021594032194738908,kl_lss_token_dense,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_19/kl_lss_token_dense,19
0.21175,1.0,3,0.0,0.00275,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_sare/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_sare/student_resolved_config.yaml,1.0,1.0,0.0,0.42011834319526625,0.07988165680473373,kl_lss_sare,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_sare,7
0.5464375,1.0,4,0.9450625,0.0036875,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_single_expert/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_single_expert/student_resolved_config.yaml,1.0,1.0,0.5464375,0.9450625,0.0036875,kl_lss_single_expert,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_single_expert,7
0.8847396768402155,1.0,2,0.017115499700777977,0.006463195691202872,post_unlock_weighted,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_token_dense/latest.pt,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_token_dense/student_resolved_config.yaml,1.0,1.0,0.007331378299120235,0.41348973607038125,0.08064516129032258,kl_lss_token_dense,original,outputs/experiments/lss_long_campaign/stage4/post_unlock_weighted/original/seed_7/kl_lss_token_dense,7
